ip,datetime,request_type,request,status,size,referrer,user_agent
157.230.40.158,06/Aug/2024:04:04:21 +0000,GET,/config.min.js,404,5657,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_6_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
157.230.40.158,06/Aug/2024:04:04:22 +0000,GET,/server-configuration,404,5664,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Safari/605.1.15"
157.230.40.158,06/Aug/2024:04:04:23 +0000,GET,/config/config.json,404,5664,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
157.230.40.158,06/Aug/2024:04:04:24 +0000,GET,/assets/js/build.js,404,5663,-,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36 Edg/109.0.1518.61"
157.230.40.158,06/Aug/2024:04:04:24 +0000,GET,/environment,404,5655,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/606.1.36 (KHTML, like Gecko) Version/9.1.2 Safari/606.1.36"
93.95.228.246,06/Aug/2024:04:04:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
66.249.66.19,06/Aug/2024:04:05:05 +0000,GET,/djep/main2.css,200,4742,self,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6478.182 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.66.19,06/Aug/2024:04:05:07 +0000,GET,/djep/worker/worker.nocache.js,200,862,self,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6478.182 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.66.17,06/Aug/2024:04:05:09 +0000,GET,/djep/worker/D139C3808D9A5ABFDA62820D7C878852.cache.js,200,202642,self,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6478.182 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
93.95.228.246,06/Aug/2024:04:05:36 +0000,GET,/,200,20854,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:06:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:07:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:08:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
45.137.71.240,06/Aug/2024:04:09:32 +0000,GET,/things/fourbar.php,200,10631,self,Mozilla/5.0 (Macintosh; Intel Mac OS X 12.5; rv:114.0) Gecko/20100101 Firefox/114.0
45.137.71.240,06/Aug/2024:04:09:33 +0000,POST,/admin/subcom.php,200,4411,self,Mozilla/5.0 (Macintosh; Intel Mac OS X 12.5; rv:114.0) Gecko/20100101 Firefox/114.0
45.137.71.240,06/Aug/2024:04:09:33 +0000,GET,/things/fourbar.php,200,10629,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 12.5; rv:114.0) Gecko/20100101 Firefox/114.0
93.95.228.246,06/Aug/2024:04:09:36 +0000,GET,/,200,20854,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
54.218.64.108,06/Aug/2024:04:10:11 +0000,GET,/robots.txt,200,3649,-,mozilla/5.0 (windows nt 6.3; x64; en-us) gecko/20100101 firefox/68.0
54.218.64.108,06/Aug/2024:04:10:11 +0000,GET,/singsurf/menu/singularities.html,200,1706,-,mozilla/5.0 (compatible; msie 8.0; windows nt 6.1; win64; x64 trident/4.0)
93.95.228.246,06/Aug/2024:04:10:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:11:36 +0000,GET,/,200,20854,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
66.249.66.17,06/Aug/2024:04:11:58 +0000,GET,/lib/TrackballControls.js,200,6608,self,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6478.182 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.66.163,06/Aug/2024:04:12:06 +0000,GET,/robots.txt,200,3618,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
66.249.66.164,06/Aug/2024:04:12:06 +0000,GET,/,200,9328,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
93.95.228.246,06/Aug/2024:04:12:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:13:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:14:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:15:36 +0000,GET,/,200,20853,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:16:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:17:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:18:37 +0000,GET,/,200,20854,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
66.249.66.19,06/Aug/2024:04:19:15 +0000,GET,/,200,9329,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
93.95.228.246,06/Aug/2024:04:19:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
17.241.219.134,06/Aug/2024:04:20:21 +0000,GET,/admin/logger.php?width=1920&height=1080,200,3597,self,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)"
93.95.228.246,06/Aug/2024:04:20:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
185.191.171.18,06/Aug/2024:04:20:58 +0000,GET,/robots.txt,200,3243,-,Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)
85.208.96.198,06/Aug/2024:04:20:58 +0000,GET,/things/TemplateData.php?SiteName=bing.hhaann.eu.org,200,4490,-,Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)
178.25.156.190,06/Aug/2024:04:21:22 +0000,GET,/robots.txt,200,3293,-,yacybot (/global; amd64 FreeBSD 14.0-RELEASE; java 1.8.0_402; Europe/en) http://yacy.net/bot.html
52.230.152.50,06/Aug/2024:04:21:26 +0000,GET,/robots.txt,200,3236,self,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
93.95.228.246,06/Aug/2024:04:21:36 +0000,GET,/,200,20854,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
131.153.143.50,06/Aug/2024:04:22:20 +0000,GET,/,200,9041,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
93.95.228.246,06/Aug/2024:04:22:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
46.250.234.152,06/Aug/2024:04:23:28 +0000,GET,/brain/rightbrain.php,200,41489,self,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Vivaldi/5.3.2679.68"
46.250.234.152,06/Aug/2024:04:23:32 +0000,POST,/admin/subcom.php,200,3898,self,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Vivaldi/5.3.2679.68"
46.250.234.152,06/Aug/2024:04:23:33 +0000,GET,/brain/rightbrain.php,200,41495,-,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Vivaldi/5.3.2679.68"
93.95.228.246,06/Aug/2024:04:23:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
178.25.156.190,06/Aug/2024:04:23:38 +0000,GET,/,200,6646,-,yacybot (/global; amd64 FreeBSD 14.0-RELEASE; java 1.8.0_402; Europe/en) http://yacy.net/bot.html
93.95.228.246,06/Aug/2024:04:24:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
17.241.75.109,06/Aug/2024:04:24:42 +0000,GET,/wallpaper/wallpaper.php?FILENAME=0174df49.jpg,200,11619,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)"
93.95.228.246,06/Aug/2024:04:25:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
46.250.234.152,06/Aug/2024:04:26:06 +0000,GET,/brain/rightbrain.php,200,41494,-,Mozilla/5.0 (Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
15.235.15.135,06/Aug/2024:04:26:24 +0000,GET,/,200,14445,-,-
93.95.228.246,06/Aug/2024:04:26:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:27:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:28:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
66.249.66.18,06/Aug/2024:04:29:04 +0000,GET,/parade/models/cmutov.wrl,200,81275,-,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6478.182 Mobile Safari/537.36 (compatible; GoogleOther)"
93.95.228.246,06/Aug/2024:04:29:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:30:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
92.8.207.67,06/Aug/2024:04:31:25 +0000,GET,/stepney/,200,7084,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
92.8.207.67,06/Aug/2024:04:31:25 +0000,GET,/stepney/dbm320.jpg,200,47048,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
92.8.207.67,06/Aug/2024:04:31:25 +0000,GET,/stepney/sailortownCoverSml.png,200,161554,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
92.8.207.67,06/Aug/2024:04:31:25 +0000,GET,/stepney/WhitechapelCover.png,200,64912,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
92.8.207.67,06/Aug/2024:04:31:25 +0000,GET,/stepney/wapping200.png,200,90961,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
92.8.207.67,06/Aug/2024:04:31:25 +0000,GET,/stepney/meot200.png,200,91648,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
92.8.207.67,06/Aug/2024:04:31:25 +0000,GET,/stepney/residents200.png,200,74155,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
17.241.75.123,06/Aug/2024:04:31:33 +0000,GET,/wallpaper/wallpaper.php?FILENAME=3.jpg,200,11699,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)"
93.95.228.246,06/Aug/2024:04:31:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
17.241.75.71,06/Aug/2024:04:31:54 +0000,GET,/wallpaper/wallpaper.php?FILENAME=IMG_5738+4.JPG,200,11492,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)"
93.95.228.246,06/Aug/2024:04:32:36 +0000,GET,/,200,20854,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:33:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
5.255.231.117,06/Aug/2024:04:33:43 +0000,GET,/robots.txt,200,3258,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
95.108.213.184,06/Aug/2024:04:33:44 +0000,GET,/singsurf/SingSurfPro.html,404,5406,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
17.241.227.103,06/Aug/2024:04:33:53 +0000,GET,/wallpaper/wallpaper.php?FILENAME=100BulletsCv65.jpg,200,11560,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)"
17.241.219.78,06/Aug/2024:04:34:10 +0000,GET,/wallpaper/wallpaper.php?FILENAME=z64.jpg,200,11596,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)"
93.95.228.246,06/Aug/2024:04:34:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:35:36 +0000,GET,/,200,20854,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:36:36 +0000,GET,/,200,20854,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
52.230.152.182,06/Aug/2024:04:37:10 +0000,GET,/robots.txt,200,3061,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.31,06/Aug/2024:04:37:20 +0000,GET,/index.php?id=daves-artwork,200,8767,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.31,06/Aug/2024:04:37:23 +0000,GET,/index.php?id=pheonix-publications,200,2503,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.159,06/Aug/2024:04:37:24 +0000,GET,/robots.txt,200,3062,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.31,06/Aug/2024:04:37:26 +0000,GET,/theme/Pheonix/style.css,200,876,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.31,06/Aug/2024:04:37:28 +0000,GET,/,200,5009,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.31,06/Aug/2024:04:37:30 +0000,GET,/index.php?id=daves-music,200,12107,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
52.230.152.31,06/Aug/2024:04:37:32 +0000,GET,/theme/Pheonix/images/pheonix_logo.png,200,168815,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
93.95.228.246,06/Aug/2024:04:37:36 +0000,GET,/,200,20854,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
223.104.220.222,06/Aug/2024:04:38:03 +0000,GET,/brain/rightbrain.php,200,38445,https://m.baidu.com/?eqid=97d7d7475fb958681000000166b1a8a5,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 SP-engine/3.2.0 main/1.0 baiduboxapp/13.62.5.10 (Baidu; P2 16.1.1) NABar/1.0 themeUA=Theme/default"
223.104.220.222,06/Aug/2024:04:38:04 +0000,GET,/essays2.css,200,1340,self,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 SP-engine/3.2.0 main/1.0 baiduboxapp/13.62.5.10 (Baidu; P2 16.1.1) NABar/1.0 themeUA=Theme/default"
93.95.228.246,06/Aug/2024:04:38:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
66.249.66.163,06/Aug/2024:04:38:38 +0000,GET,/cv2019.pdf,304,3435,-,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6478.182 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
93.95.228.246,06/Aug/2024:04:39:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:40:36 +0000,GET,/,200,20854,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:41:36 +0000,GET,/,200,20854,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:42:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:43:36 +0000,GET,/,200,20854,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
66.249.66.18,06/Aug/2024:04:43:53 +0000,GET,/robots.txt,200,3618,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
66.249.66.19,06/Aug/2024:04:43:53 +0000,GET,/wallpaper/maintain.php?sort=width&start=-106000,200,4135,-,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6478.182 Mobile Safari/537.36 (compatible; GoogleOther)"
93.95.228.246,06/Aug/2024:04:44:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
152.58.224.193,06/Aug/2024:04:44:47 +0000,GET,/djep/GWTComplexPlot.php,200,3604,https://www.google.com/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
152.58.224.193,06/Aug/2024:04:44:47 +0000,GET,/djep/gwtUtil.js,200,2226,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
152.58.224.193,06/Aug/2024:04:44:47 +0000,GET,/djep/main2.css,200,1309,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
152.58.224.193,06/Aug/2024:04:44:47 +0000,GET,/djep/SSlogol.jpg,200,5368,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
152.58.224.193,06/Aug/2024:04:44:47 +0000,GET,/djep/2003design-logo.gif,200,7686,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
152.58.224.193,06/Aug/2024:04:44:47 +0000,GET,/djep/GWTJep2.css,200,1179,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
152.58.224.193,06/Aug/2024:04:44:47 +0000,GET,/djep/gwtssurf/gwtssurf.nocache.js,200,3178,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
152.58.224.193,06/Aug/2024:04:44:48 +0000,GET,/images/graphIcon.png,200,4403,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
152.58.224.193,06/Aug/2024:04:44:48 +0000,GET,/djep/gwtssurf/gwt/chrome/chrome.css,200,3523,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
152.58.224.193,06/Aug/2024:04:44:48 +0000,GET,/images/roseIcon.png,200,4808,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
152.58.224.193,06/Aug/2024:04:44:48 +0000,GET,/images/lissajousIcon.png,200,1603,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
152.58.224.193,06/Aug/2024:04:44:48 +0000,GET,/images/complexIcon.png,200,7384,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
152.58.224.193,06/Aug/2024:04:44:48 +0000,GET,/images/acurveIcon.png,200,1681,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
152.58.224.193,06/Aug/2024:04:44:48 +0000,GET,/images/gridIcon.png,200,6536,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
152.58.224.193,06/Aug/2024:04:44:48 +0000,GET,/images/psurfIcon.png,200,11812,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
152.58.224.193,06/Aug/2024:04:44:48 +0000,GET,/images/asurfIcon.png,200,2705,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
152.58.224.193,06/Aug/2024:04:44:48 +0000,GET,/admin/logger.php?width=1366&height=633,200,205,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
152.58.224.193,06/Aug/2024:04:44:48 +0000,GET,/djep/gwtssurf/807BABF77DAD389A41D235D1EB3E94C6.cache.js,200,235010,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
152.58.224.193,06/Aug/2024:04:44:51 +0000,GET,/djep/defs.jep,200,32123,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
152.58.224.193,06/Aug/2024:04:44:51 +0000,GET,/djep/gwtssurf/gwt/chrome/images/hborder.png,200,1665,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
93.95.228.246,06/Aug/2024:04:45:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:46:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
52.230.152.162,06/Aug/2024:04:47:08 +0000,GET,/robots.txt,200,3237,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
93.95.228.246,06/Aug/2024:04:47:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:48:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
207.46.13.116,06/Aug/2024:04:48:43 +0000,GET,/wallpaper/wallpaper.php?FILENAME=05p.jpg,200,8167,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
66.249.66.164,06/Aug/2024:04:49:07 +0000,GET,/,200,9329,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
66.249.66.164,06/Aug/2024:04:49:08 +0000,GET,/responsive.css,200,950,self,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/126.0.6478.182 Safari/537.36"
93.95.228.246,06/Aug/2024:04:49:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
47.128.115.102,06/Aug/2024:04:50:33 +0000,GET,/brain/BrainParts.gif,200,29328,https://heirhell0212r.blogspot.com/2021/11/42-match-letters-on-diagram-of-human.html,"Mozilla/5.0 (compatible; Bytespider; spider-feedback@bytedance.com) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.0.0 Safari/537.36"
93.95.228.246,06/Aug/2024:04:50:36 +0000,GET,/,200,20854,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:51:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:04:52:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
185.191.171.15,06/Aug/2024:04:53:20 +0000,GET,/things/TemplateData.php?SiteName=wikipedia.480583.xyz,200,4492,-,Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)
93.95.228.246,06/Aug/2024:04:53:36 +0000,GET,/,200,20854,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
